index,image_url,page_url,language,caption,img_content,has_image
2800146,https://upload.wikimedia.org/wikipedia/commons/8/84/Kit_1981_track.png,https://zh.wikipedia.org/zh-cn/1981%E5%B9%B4%E5%A4%AA%E5%B9%B3%E6%B4%8B%E9%A2%B1%E9%A2%A8%E5%AD%A3,zh,,zh_2800146.jpg,1
2174415,https://upload.wikimedia.org/wikipedia/commons/4/41/M16_and_AK-47_length_comparison.png,https://zh.wikipedia.org/zh-cn/%E5%8D%A1%E6%8B%89%E4%BB%80%E5%B0%BC%E7%A7%91%E5%A4%AB%E8%87%AA%E5%8B%95%E6%AD%A5%E6%A7%8D,zh,,zh_2174415.jpg,1
2355786,https://upload.wikimedia.org/wikipedia/commons/2/23/Luis_Antonio_Tagle_in_2016.png,https://id.wikipedia.org/wiki/Keuskupan_Agung_Manila,id,,id_2355786.jpg,1
1726180,https://upload.wikimedia.org/wikipedia/commons/e/ec/Saitama_city_montage.jpg,"https://sw.wikipedia.org/wiki/Saitama,_Saitama",sw,Mji wa  Saitama,sw_1726180.jpg,1
391404,https://upload.wikimedia.org/wikipedia/commons/1/17/Vincent_D%27Onofrio_by_David_Shankbone.jpg,https://id.wikipedia.org/wiki/Vincent_D%27Onofrio,id,Vincent D'Onofrio,id_391404.jpg,1
1573060,https://upload.wikimedia.org/wikipedia/commons/4/4a/Concourse_of_L8_Zhushikou_Station_%2820181231102540%29.jpg,https://zh.wikipedia.org/wiki/%E7%8F%A0%E5%B8%82%E5%8F%A3%E7%AB%99,zh,8号线车站大厅,zh_1573060.jpg,1
1397574,https://upload.wikimedia.org/wikipedia/commons/7/73/Lax_bradley_at_2am.jpg,https://id.wikipedia.org/wiki/Bandar_Udara_Internasional_Los_Angeles,id,Tom Bradley International Terminal at early morning,id_1397574.jpg,1
392356,https://upload.wikimedia.org/wikipedia/commons/d/d3/Ruth_Wilson_May_2015_%28cropped%29.jpg,https://tr.wikipedia.org/wiki/Ruth_Wilson,tr,Ruth Wilson Mayıs 2015'te,tr_392356.jpg,1
2067219,https://upload.wikimedia.org/wikipedia/commons/2/25/Bruce_Lee_-Kung_Fu%E2%80%A7Art%E2%80%A7Life_Exhibition_at_the_Hong_Kong_Heritage_Museum_%28Hong_Kong%29.jpg,https://zh.wikipedia.org/zh-my/%E9%A6%99%E6%B8%AF%E6%96%87%E5%8C%96%E5%8D%9A%E7%89%A9%E9%A4%A8,zh,“武‧艺‧人生──李小龙”,zh_2067219.jpg,1
762135,https://upload.wikimedia.org/wikipedia/commons/8/89/Coat_of_arms_of_Novomichurinsk_%28Ryazan_oblast%29.png,https://tr.wikipedia.org/wiki/Novomi%C3%A7urinsk,tr,,tr_762135.jpg,1
3425224,http://upload.wikimedia.org/wikipedia/commons/c/c2/Map_commune_FR_insee_code_59118.png,https://zh.wikipedia.org/wiki/%E6%AF%94%E8%A5%BF%E5%B0%BC,zh,市镇详图,zh_3425224.jpg,1
2881756,https://upload.wikimedia.org/wikipedia/commons/c/ce/Umeda_Hankyu.JPG,https://zh.wikipedia.org/wiki/%E9%98%AA%E6%80%A5%E7%99%BE%E8%B2%A8%E5%BA%97,zh,阪急百货店梅田本店（2009年9月9日）,zh_2881756.jpg,1
3487147,https://upload.wikimedia.org/wikipedia/commons/a/af/%E5%A4%A9%E6%B4%A5%E5%B8%82%E7%94%B5%E5%AD%90%E8%AE%A1%E7%AE%97%E6%9C%BA%E7%A0%94%E7%A9%B6%E6%89%80.jpg,https://zh.wikipedia.org/wiki/%E5%A4%A9%E6%B4%A5%E5%B8%82%E7%94%B5%E5%AD%90%E8%AE%A1%E7%AE%97%E6%9C%BA%E7%A0%94%E7%A9%B6%E6%89%80,zh,天津市电子计算机研究所正门,zh_3487147.jpg,1
3276570,https://upload.wikimedia.org/wikipedia/commons/7/78/Leominster%2C_Mass._%282674542750%29.jpg,https://zh.wikipedia.org/wiki/%E8%90%8A%E5%A7%86%E6%96%AF%E7%89%B9_(%E9%A6%AC%E8%96%A9%E8%AB%B8%E5%A1%9E%E5%B7%9E),zh,1886年的莱姆斯特,zh_3276570.jpg,1
3164225,https://upload.wikimedia.org/wikipedia/commons/5/54/Lake_Albert_Channel%2C_Uganda_%2815192094327%29.jpg,https://sw.wikipedia.org/wiki/Ziwa_Albert_(Afrika),sw,chaneli mojawapo ya ziwa albert,sw_3164225.jpg,1
3296517,https://upload.wikimedia.org/wikipedia/commons/8/8a/Boh_Tan.jpg,https://tr.wikipedia.org/wiki/Antakya_Ku%C5%9Fatmas%C4%B1,tr,Beomondo ve yegeni Tancerd: Bir 14. yüzyıl yazma eserdeki  resim,tr_3296517.jpg,1
1342468,https://upload.wikimedia.org/wikipedia/commons/8/81/Snouck2.jpg,https://id.wikipedia.org/wiki/Christiaan_Snouck_Hurgronje,id,Makam Snouck Hurgronje di Leiden,id_1342468.jpg,1
3334851,https://upload.wikimedia.org/wikipedia/commons/4/45/Washington_Sycip.jpg,https://tr.wikipedia.org/wiki/Washington_SyCip,tr,,tr_3334851.jpg,1
187422,https://upload.wikimedia.org/wikipedia/commons/0/06/Bozcaadal%C4%B1_Hasan_H%C3%BCsn%C3%BC_Pa%C5%9Fa_-_Bahriye_Naz%C4%B1rl%C4%B1%C4%9F%C4%B1.jpg,https://tr.wikipedia.org/wiki/Ertu%C4%9Frul_(f%C4%B1rkateyn),tr,"Bozcaadalı Hasan Hüsnü Paşa, Dönemin Bahriye Nazırı",tr_187422.jpg,1
738535,https://upload.wikimedia.org/wikipedia/commons/0/01/Becvar_crater_AS17-150-23073.jpg,https://zh.wikipedia.org/wiki/%E8%B4%9D%E5%A5%87%E7%93%A6%E6%97%A5%E7%8E%AF%E5%BD%A2%E5%B1%B1,zh,"阿波罗17号拍摄的贝奇瓦日环形山北向斜视图，上方为卫星坑""贝奇瓦日X""、左下是""贝奇瓦日Q""，而""贝奇瓦日J""部分出现在右下方。",zh_738535.jpg,1
1498287,https://upload.wikimedia.org/wikipedia/commons/2/2e/ValeryNepomnyaschy.jpg,https://id.wikipedia.org/wiki/Valery_Nepomnyashchy,id,,id_1498287.jpg,1
1099744,https://upload.wikimedia.org/wikipedia/commons/8/8f/Hong_Kong%3B_Douglas_Castle%2C_Pokfulum._Photograph._Wellcome_V0037362.jpg,https://zh.wikipedia.org/zh-sg/%E9%A6%99%E6%B8%AF%E5%A4%A7%E5%AD%B8%E5%A4%A7%E5%AD%B8%E5%A0%82,zh,德格拉斯堡,zh_1099744.jpg,1
298279,https://upload.wikimedia.org/wikipedia/commons/d/da/Katia_2017_track.png,https://zh.wikipedia.org/zh-cn/%E9%A2%B6%E9%A2%A8%E5%8D%A1%E8%92%82%E5%A9%AD_(2017%E5%B9%B4),zh,根据萨菲尔-辛普森飓风等级的强度绘制的风暴路径图,zh_298279.jpg,1
543796,http://upload.wikimedia.org/wikipedia/commons/4/4b/4._Mehmet.jpg,https://id.wikipedia.org/wiki/Daftar_khalifah,id,,id_543796.jpg,1
1212975,https://upload.wikimedia.org/wikipedia/commons/3/3f/Liudolf%2C_Duke_of_Saxony.jpg,https://zh.wikipedia.org/zh-my/%E8%90%A8%E5%85%8B%E6%A3%AE%E7%BB%9F%E6%B2%BB%E8%80%85%E5%88%97%E8%A1%A8,zh,,zh_1212975.jpg,1
2608444,http://upload.wikimedia.org/wikipedia/commons/5/55/Desecheo_Satellite.jpg,https://zh.wikipedia.org/wiki/%E5%BE%B7%E5%A1%9E%E5%88%87%E5%A5%A7%E5%B3%B6,zh,,zh_2608444.jpg,1
1685852,https://upload.wikimedia.org/wikipedia/commons/6/6b/St_Maximin2-_119.jpg,https://zh.wikipedia.org/wiki/%E4%B9%94%E4%B8%87%E5%A8%9C%E4%B8%80%E4%B8%96,zh,乔万娜女王在圣马克西曼-拉圣博姆的浅浮雕。,zh_1685852.jpg,1
1088413,https://upload.wikimedia.org/wikipedia/commons/4/49/GreyTriggerfish.JPG,https://tr.wikipedia.org/wiki/%C3%87otira,tr,,tr_1088413.jpg,1
3698351,https://upload.wikimedia.org/wikipedia/commons/c/c5/1-photavit_back.jpg,https://zh.wikipedia.org/wiki/%E4%BD%9B%E5%A4%A7%E7%BB%B4%E7%9B%B8%E6%9C%BA,zh,德国制造的仏大维相机背面的景深表,zh_3698351.jpg,1
2144800,https://upload.wikimedia.org/wikipedia/commons/a/a1/Tree_map_export_2009_Cuba.jpeg,https://ta.wikipedia.org/wiki/%E0%AE%AA%E0%AF%8A%E0%AE%B0%E0%AF%81%E0%AE%B3%E0%AE%BE%E0%AE%A4%E0%AE%BE%E0%AE%B0%E0%AE%9A%E0%AF%8D_%E0%AE%9A%E0%AE%BF%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AE%B2%E0%AF%8D_%E0%AE%85%E0%AE%9F%E0%AE%BF%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AE%9F%E0%AF%88%E0%AE%AF%E0%AE%BF%E0%AE%B2%E0%AF%8D_%E0%AE%A8%E0%AE%BE%E0%AE%9F%E0%AF%81%E0%AE%95%E0%AE%B3%E0%AE%BF%E0%AE%A9%E0%AF%8D_%E0%AE%AA%E0%AE%9F%E0%AF%8D%E0%AE%9F%E0%AE%BF%E0%AE%AF%E0%AE%B2%E0%AF%8D,ta,,ta_2144800.jpg,1
1176366,https://upload.wikimedia.org/wikipedia/commons/8/84/%E5%AE%9C%E6%98%8C%E4%B8%9C%E7%AB%99%E7%9A%84%E6%9C%88%E5%8F%B0.JPG,https://zh.wikipedia.org/wiki/%E4%BC%8D%E5%AE%B6%E5%B2%97%E5%8C%BA,zh,,zh_1176366.jpg,1
3592909,https://upload.wikimedia.org/wikipedia/commons/5/5e/Xin_Zhui_1.JPG,https://id.wikipedia.org/wiki/Xin_Zhui,id,Rekonstruksi artistik Xin Zhui.,id_3592909.jpg,1
1476227,https://upload.wikimedia.org/wikipedia/commons/b/b4/Avenida_da_FEB.jpg,https://zh.wikipedia.org/zh-cn/%E9%A6%AC%E6%89%98%E6%A0%BC%E7%BE%85%E7%B4%A2%E5%B7%9E%E5%B8%82%E9%8E%AE%E5%88%97%E8%A1%A8,zh,,zh_1476227.jpg,1
559905,https://upload.wikimedia.org/wikipedia/commons/8/82/Ise_cityhall.jpg,https://zh.wikipedia.org/zh-sg/%E4%BC%8A%E5%8B%A2%E5%B8%82,zh,,zh_559905.jpg,1
570307,http://upload.wikimedia.org/wikipedia/commons/6/60/Freiheitu.jpg,https://id.wikipedia.org/wiki/Cutter_(perahu),id,"Sebuah perahu cutter, Kleine Freiheit, dengan sebuah set jib genoa",id_570307.jpg,1
3554523,http://upload.wikimedia.org/wikipedia/commons/e/ed/Juan_Bautista_Quir%C3%B3s_Segura.jpg,https://zh.wikipedia.org/wiki/%E5%93%A5%E6%96%AF%E8%BE%BE%E9%BB%8E%E5%8A%A0%E6%80%BB%E7%BB%9F,zh,,zh_3554523.jpg,1
1668304,https://upload.wikimedia.org/wikipedia/commons/6/6b/The_Band_of_The_Royal_Regiment_of_Scotland.jpg,https://zh.wikipedia.org/wiki/%E8%98%87%E6%A0%BC%E8%98%AD%E7%9A%87%E5%AE%B6%E8%BB%8D%E6%A8%82%E5%9C%98,zh,摄于爱丁堡城堡,zh_1668304.jpg,1
319119,https://upload.wikimedia.org/wikipedia/commons/b/bf/Ram_Janaki_Temple%2C_Dhanusha.jpg,https://ta.wikipedia.org/wiki/%E0%AE%A8%E0%AF%87%E0%AE%AA%E0%AE%BE%E0%AE%B3_%E0%AE%AE%E0%AE%BE%E0%AE%A8%E0%AE%BF%E0%AE%B2_%E0%AE%8E%E0%AE%A3%E0%AF%8D_2,ta,,ta_319119.jpg,1
436386,https://upload.wikimedia.org/wikipedia/commons/e/ea/10_E_40th_Street_NYC.jpg,https://zh.wikipedia.org/wiki/%E4%B8%9C40%E8%A1%9710%E5%8F%B7,zh,从纽约公共图书馆看东40街10号,zh_436386.jpg,1
744887,https://upload.wikimedia.org/wikipedia/commons/f/f4/NTU_Portal_in_2005.jpg,https://zh.wikipedia.org/zh-cn/%E9%84%AD%E5%8D%97%E6%A6%95,zh,郑南榕大学时期最后就读国立台湾大学，但是并没有毕业。,zh_744887.jpg,1
987445,https://upload.wikimedia.org/wikipedia/commons/6/68/Dorcaschema_nigrum_%2846875557782%29.jpg,https://id.wikipedia.org/wiki/Dorcaschema_nigrum,id,,id_987445.jpg,1
1416794,https://upload.wikimedia.org/wikipedia/commons/7/78/Leung_Chun-ying_at_2013_Policy_Address_03_%28cropped%29.jpg,https://zh.wikipedia.org/zh-cn/%E9%A6%99%E6%B8%AF2012%E5%B9%B43%E6%9C%88,zh,,zh_1416794.jpg,1
3585399,https://upload.wikimedia.org/wikipedia/commons/c/ca/Elif_K%C4%B1rklar_shooter_fromTurkey.png,https://tr.wikipedia.org/wiki/Elif_K%C4%B1rklar,tr,Türk kadın atıcılık sporcusu,tr_3585399.jpg,1
2239103,https://upload.wikimedia.org/wikipedia/commons/9/9a/USS_Aylwin_%28DD-47%29.jpg,https://zh.wikipedia.org/zh-my/%E8%89%BE%E7%88%BE%E6%96%87%E8%99%9F%E9%A9%85%E9%80%90%E8%89%A6_(DD-47),zh,艾尔文号。,zh_2239103.jpg,1
2493914,https://upload.wikimedia.org/wikipedia/commons/5/57/Lunar_eclipse_chart_close-1906Aug04.png,https://zh.wikipedia.org/wiki/1906%E5%B9%B48%E6%9C%884%E6%97%A5%E6%9C%88%E9%A3%9F,zh,月食图表,zh_2493914.jpg,1
468588,http://upload.wikimedia.org/wikipedia/commons/6/60/HK_RivieraGardenBusTerminus.JPG,https://zh.wikipedia.org/zh-cn/%E6%B5%B7%E6%BF%B1%E5%BB%A3%E5%A0%B4_(%E8%8D%83%E7%81%A3),zh,位于海滨广场地下的巴士总站,zh_468588.jpg,1
9554,https://upload.wikimedia.org/wikipedia/commons/5/59/COLLECTIE_TROPENMUSEUM_Grafhuis_met_de_graven_van_regenten_Bandoeng_TMnr_10016724.jpg,https://id.wikipedia.org/wiki/Wiranatakoesoema,id,"Foto makam para bupati Wiranatakoesoema di Bandung, yang diambil pada tahun 1918.",id_9554.jpg,1
2106000,https://upload.wikimedia.org/wikipedia/commons/1/11/Prosser_Court_House.jpg,https://zh.wikipedia.org/zh-my/%E6%99%AE%E7%BE%85%E7%91%9F_(%E8%8F%AF%E7%9B%9B%E9%A0%93%E5%B7%9E),zh,本顿郡法院,zh_2106000.jpg,1
1638213,https://upload.wikimedia.org/wikipedia/commons/c/c8/ESP-RUS_%2826%29.jpg,https://ta.wikipedia.org/wiki/2018_%E0%AE%89%E0%AE%B2%E0%AE%95%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AF%8B%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AF%88_%E0%AE%95%E0%AE%BE%E0%AE%B1%E0%AF%8D%E0%AE%AA%E0%AE%A8%E0%AF%8D%E0%AE%A4%E0%AF%81_%E0%AE%86%E0%AE%9F%E0%AF%8D%E0%AE%9F%E0%AE%AE%E0%AE%BF%E0%AE%B4%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AF%81%E0%AE%AE%E0%AF%8D_%E0%AE%A8%E0%AE%BF%E0%AE%B2%E0%AF%88,ta,உருசிய வீரர்கள் வெற்றியைக் கொண்டாடுகிறார்கள்,ta_1638213.jpg,1
1560980,https://upload.wikimedia.org/wikipedia/commons/3/31/Cikarang_Dry_Port.jpg,https://id.wikipedia.org/wiki/Cikarang_Dry_Port,id,,id_1560980.jpg,1
2573520,https://upload.wikimedia.org/wikipedia/commons/6/60/Shibuya_station_Hachiko_entrance_2020-05-10.jpg,https://zh.wikipedia.org/zh-cn/2019%E5%86%A0%E7%8B%80%E7%97%85%E6%AF%92%E7%97%85%E6%97%A5%E6%9C%AC%E7%A4%BE%E6%9C%83%E7%B6%93%E6%BF%9F%E5%BD%B1%E9%9F%BF,zh,涩谷站八公口的户外广告减少,zh_2573520.jpg,1
1036204,https://upload.wikimedia.org/wikipedia/commons/6/62/SK_Sungai_Kantan.jpg,https://zh.wikipedia.org/wiki/%E5%8A%A0%E5%BD%B1,zh,Sungai Kantan国小,zh_1036204.jpg,1
3454263,https://upload.wikimedia.org/wikipedia/commons/d/d3/Circuit_Sochi.svg,https://zh.wikipedia.org/zh-cn/2015%E5%B9%B4%E4%BF%84%E7%BE%85%E6%96%AF%E5%A4%A7%E7%8D%8E%E8%B3%BD,zh,索契赛道布局,zh_3454263.jpg,1
2971332,https://upload.wikimedia.org/wikipedia/commons/2/24/Wikiexpedition-Povorot-Na-Sadky-i-Stroivku.jpg,https://zh.wikipedia.org/wiki/%E8%96%A9%E5%BE%B7%E5%9F%BA-%E6%96%AF%E7%89%B9%E7%BE%85%E4%BC%8A%E5%A4%AB%E5%8D%A1,zh,,zh_2971332.jpg,1
909594,https://upload.wikimedia.org/wikipedia/commons/3/3a/Sheng_MET_DP216617.jpg,https://sw.wikipedia.org/wiki/Sheng,sw,Sheng,sw_909594.jpg,1
2683095,https://upload.wikimedia.org/wikipedia/commons/b/b7/Tentacled_Snake_1.jpg,https://id.wikipedia.org/wiki/Ular_bertentakel,id,,id_2683095.jpg,1
3251972,http://upload.wikimedia.org/wikipedia/commons/e/e9/%E8%A3%81%E5%88%A4.PNG,https://zh.wikipedia.org/wiki/2011%E5%B9%B4%E4%B8%96%E7%95%8C%E5%A4%A7%E5%AD%B8%E7%94%9F%E5%A4%8F%E5%AD%A3%E9%81%8B%E5%8B%95%E6%9C%83,zh,担任挪威对墨西哥男子排球赛的澳大利亚和香港裁判员,zh_3251972.jpg,1
808281,https://upload.wikimedia.org/wikipedia/commons/c/c5/G.S.Sardesai.jpg,https://id.wikipedia.org/wiki/Daftar_penerima_penghargaan_Padma_Bhushan_(1954%E2%80%9359),id,"Dinugerahi pada 1957, sejarawan ""Riyasatkar"" Govind Sakharam Sardesai menulis delapan volume ""Marathi Riyasat"", tiga volume ""Musalmani Riyasat"", dan dua volume ""British Riyasat"".[11]",id_808281.jpg,1
2212010,https://upload.wikimedia.org/wikipedia/commons/6/68/PAN-TUN_%28_%28cropped%29.jpg,https://id.wikipedia.org/wiki/Rami_Bedoui,id,,id_2212010.jpg,1
3322237,https://upload.wikimedia.org/wikipedia/commons/3/38/1996ROCNA.svg,https://zh.wikipedia.org/zh-sg/1996%E5%B9%B4%E4%B8%AD%E8%8F%AF%E6%B0%91%E5%9C%8B%E5%9C%8B%E6%B0%91%E5%A4%A7%E6%9C%83%E4%BB%A3%E8%A1%A8%E9%81%B8%E8%88%89,zh,"各选区得票最高的政党：
  中国国民党。  民主进步党。  新党。",zh_3322237.jpg,1
1827149,https://upload.wikimedia.org/wikipedia/commons/0/0f/Aur%C3%A9lie_Filippetti_Cannes_2013.jpg,https://zh.wikipedia.org/wiki/%E6%9B%BC%E7%BA%BD%E5%9F%83%E5%B0%94%C2%B7%E7%93%A6%E5%B0%94%E6%96%AF,zh,,zh_1827149.jpg,1
3470905,https://upload.wikimedia.org/wikipedia/commons/f/f5/20150515_ESC_2015_Bojana_Stamenov_7260.jpg,https://tr.wikipedia.org/wiki/2015_Eurovision_%C5%9Eark%C4%B1_Yar%C4%B1%C5%9Fmas%C4%B1%27nda_S%C4%B1rbistan,tr,"Bojana Stamenov, Viyana'da (2015)",tr_3470905.jpg,1
447697,https://upload.wikimedia.org/wikipedia/commons/e/ea/Chinese_woodcut%3B_Play_of_the_five_creatures%2C_5_-_The_Bird_Wellcome_L0038961.jpg,https://zh.wikipedia.org/zh-my/%E4%BA%94%E7%A6%BD%E6%88%8F,zh,五禽戏图,zh_447697.jpg,1
2685938,https://upload.wikimedia.org/wikipedia/commons/3/30/International_draughts.jpg,https://zh.wikipedia.org/zh-cn/%E8%A5%BF%E6%B4%8B%E8%B7%B3%E6%A3%8B,zh,波兰跳棋的开始局面,zh_2685938.jpg,1
2994412,https://upload.wikimedia.org/wikipedia/commons/f/f1/Rote140_Chichibu_City2.JPG,https://zh.wikipedia.org/zh-sg/%E7%A7%A9%E7%88%B6%E5%B8%82,zh,国道140号线,zh_2994412.jpg,1
